,host_id,host_about,host_response_time,host_response_rate,host_is_superhost,host_verifications,calculated_host_listings_count,host_identity_verified,host_has_profile_pic
106,4777984,"Romanos & the straycats is one of a kind bnb team consisted by highly professionals administrators, welcome personnel & cleaners to offer you not merely a hassle-free comfortable stay in Athens or in luxury resorts in Greece, but also share with you tailor made tips & experiences out of our multifarious city or country depending your interests and mood.

With 16hours per day communication shifts and welcome person waiting for you at any destination and place, you may feel safe that travelling abroad is like visiting a place, where a good acquaintance can let you know the whereabouts and secret aspects of the culture you would like to explore.

If I have to say something about myself, I studied philosophy at Birkbeck College and I love music good to my ears as well as reading that treats well my mind and spirit, while a nice basketball game is always something I can't refuse to watch or participate. Air bnb allowed me to meet people from all over the world, which is nice as I feel I'm traveling inside my own city through their eyes and provide me a glimpse may be of their own places.

It would be our pleasure to host you at one of the places we administrate and trust straycats assist you to have a unique experience out of Greece.

Please don't hesitate to contact us and hope to see you in Athens soon. :)
",,,t,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'government_id']",17,t,t
108,222070789,"Hi!
My name is Eleni  Leela. 
 I have  made studies in two opposed subjects.  Business Administration and Art and  Design.  However it was Art that won my heart and I am now working as an Art Critic and Painter (specialised on aquarelle on silk).
 I am always interested in a challenge. I like reading, yoga, swimming, travelling, dieting.   
I love psychology and the  study of various religions .  
I am fascinated by Hinduism but mostly by the Buddhist  philosophy which has influenced my way of living and travel often to India, Nepal and Tibet.  
It is wonderful to meet new people and talk about life.  I currently spare my time between Greece and The Netherlands where I make Art for the Museum of Contemporary Tibetan Art.  
It is wonderful that I had the possibility to be a host and being in contact with people around the world. ",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",2,t,t
109,4895067,"Πληροφορίες: Hello travellers! My name is Marinos and I am originally from Western greece from an island called lefkada , living in Athens .
Welcome to my profile on Airbnb! I am a hotelier and I would be very happy to host you in my listings in Athens and Lefkáda!! 

. I am a hotelier back in the island,as well as creating my own spaces for visitors in Athens Together with dimitra a colleague of mine  which is a villa's manager, We are   trusted persons  and would be great hostes  for anybody who wants to visit our places   !!.
We are new in airbnb but working in tourism over 15 years !",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
110,4895605,"Native Athenian, I’m a jewellery designer and creative soul when not hosting on Airbnb, which I’ve been happily doing since 2017. I’m half Australian and spent many years living and working in London before coming back to my beloved hometown. I enjoy meeting new people from all over the globe and will gladly give you insider tips on the city and destinations in Greece. I love interior design as well as the outdoors and my absolute favourite is the greek island life! I look forward to making your stay pleasant and hassle-free! ",within a few hours,100%,t,"['email', 'phone', 'facebook', 'reviews']",1,f,t
111,4935030,"Hello! My name is Dimitris. You are welcome to come and stay at my apartments in Athens, Greece! If you have any questions, feel free to ask!",within an hour,100%,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",3,t,t
114,5136160,"We are Roula and Vassilis. We live on Chios Island. Since 2007 we run an ecotourism-related travel business offering activities, accommodation and travel advise to people visiting from all over the world. Our motto for the business on Chios is ""to bring people in touch with the local culture"" and we hope that airbnb will help us offer similar oportunities to those of you wishing to stay at our apartment in Athens. 

We love to travel and we have been to many places in Greece and abroad. Our favorite destinations in Greece are Chios (ok, we admit this is a bit biased) and Crete (the unspoilt part of the island). Our most memorable trips abroad were to  Syria, Tanzania, Paris, Prague.

Since 2012 our family has expanded. Our lovely twins were born in August of that year.

We expect to use the extra income by letting our apartment in Athens to improve the apartment, support the family and the busines on the Island.

We are really looking forward to hosting you!",within a few hours,100%,t,"['email', 'phone', 'facebook', 'reviews']",1,t,t
115,5044938,"I am from Athens, however I have very close ties with two beautiful Greek islands Santorini and Patmos.

As my father’s family is from Santorini I spent all my summers there. Since I am a licensed tour guide, in 2004 I decided to move to Santorini in order to work there. This was a great chance to start renovating my family’s properties in order to be able to share them with people from all over the world. 

In addition, many years ago, my mother visited the island of Patmos, fell in love with it and decided to buy two beautiful pieces of land, including very old farmhouses in ruinous condition, that she slowly renovated. In this way, our family and numerous friends enjoyed many unforgettable Patmos Easters and summers. Nowadays, I am responsible for the good condition of the houses that I rent out and share the beauty and special ambiance of this island with our guests.

I am very lucky since my twin daughters, Alexandra and Christina, having completed their studies abroad in hospitality management and tourism, returned to their roots in order to continue and develop what I started.  Genuine hospitality, love and respect for the island, as well as the embracement of the local culture define our core values. Nowadays we all share our time between Santorini, Patmos and Athens, and have the honor and pleasure to share our family’s story and our love for these islands, with visitors from all over the world. 

After many years in the hospitality industry, today I have the pleasure along with my daughters to embrace one more much loved island home, my husband's summer house on the island of Hydra. The house was built by my father in law 40 years ago. My husband Dimitris will be managing the house in Hydra. 


",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",2,t,t
116,5198545,"Je suis une artiste plasticienne grecque. Je vis entre Paris et Athènes et aime beaucoup voyager, aussi bien pour le travail que pour le plaisir et la découverte.
J'aime les espaces atypiques, les vielles maisons, les centre-villes animés.
Je suis fumeuse
",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
117,460553,Welcome to my profile on Airbnb! If you have any questions feel free to ask! I would be happy to host you!,a few days or more,33%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
118,3349638,"I like sports like basketball, swimming, running, hiking, skiing and so on. I also like spending my free summer time in greek islands.
I don't like being addicted by staff except from people. I like meeting people and have friends with me.
I am an electrical engineer working as a freelancer.",within a day,100%,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",3,t,t
119,5527135,World traveler,,,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",1,t,t
121,4382275,"Hello!  I'm a professional photographer and travel writer and it is my pleasure to offer my apartment to visitors to Athens.  If you are looking to experience Athens through the eyes of a local, I can share not only my apartment but also my big love for this city, our tradition, our culture, and our history. Schedule permitting, I can offer you tours of Athens customized to your interests as well as photography workshops for those who want to be inspired by the Mediterranean light.  I am always available for helpful suggestions and friendly converstation in Greek, Italian or English.  I look forward to hearing from you and seeing you in Athens.  
my site
 (Website hidden by Airbnb) 
In case my work keeps me away from Athens, my nephew Angelo Gabriel Ioakimides, will be there for you to explain everything you would like to know about the apartment and life in Athens.",,,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,t,t
